,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Day,Month,Year,Weekdays,Time_Of_The_Day
5252,Jet Airways,2019-06-09,Delhi,Cochin,DEL → MUM → COK,11:30:00,19:00:00,450,1.0,In-flight meal not included,10262,9,6,2019,Sunday,Morning
5253,Jet Airways,2019-06-09,Delhi,Cochin,DEL → MUM → COK,22:50:00,19:00:00,1210,1.0,No info,14714,9,6,2019,Sunday,Night
5254,SpiceJet,2019-04-01,Kolkata,Banglore,CCU → IXB → BLR,15:55:00,21:25:00,330,1.0,No info,7646,1,4,2019,Monday,Afternoon
5255,Air India,2019-06-01,Delhi,Cochin,DEL → MAA → COK,20:40:00,09:25:00,765,1.0,No info,7480,1,6,2019,Saturday,Evening
5256,Vistara,2019-05-27,Chennai,Kolkata,MAA → CCU,17:45:00,20:05:00,140,0.0,No info,11982,27,5,2019,Monday,Afternoon
5257,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → MUM → COK,10:35:00,19:15:00,520,1.0,No info,8309,18,5,2019,Saturday,Morning
5258,Jet Airways,2019-06-09,Delhi,Cochin,DEL → BHO → MUM → COK,05:30:00,12:35:00,425,2.0,In-flight meal not included,13344,9,6,2019,Sunday,Night
5259,Air India,2019-04-01,Kolkata,Banglore,CCU → HYD → BLR,19:00:00,09:50:00,890,1.0,No info,4227,1,4,2019,Monday,Evening
5260,Air India,2019-03-21,Delhi,Cochin,DEL → JAI → MUM → COK,12:00:00,07:40:00,1180,2.0,No info,9706,21,3,2019,Thursday,Afternoon
5261,SpiceJet,2019-05-06,Mumbai,Hyderabad,MUM → HYD,13:15:00,14:45:00,90,0.0,No info,2017,6,5,2019,Monday,Afternoon
5262,IndiGo,2019-06-12,Delhi,Cochin,DEL → HYD → COK,08:35:00,22:30:00,835,1.0,No info,6442,12,6,2019,Wednesday,Morning
5263,Jet Airways,2019-06-15,Banglore,Delhi,BLR → DEL,18:55:00,22:00:00,185,0.0,No info,8016,15,6,2019,Saturday,Evening
5264,IndiGo,2019-04-01,Delhi,Cochin,DEL → HYD → COK,06:50:00,12:10:00,320,1.0,No info,5298,1,4,2019,Monday,Morning
5265,Vistara,2019-05-21,Banglore,Delhi,BLR → DEL,17:00:00,19:35:00,155,0.0,No info,4878,21,5,2019,Tuesday,Afternoon
5266,Jet Airways,2019-06-24,Delhi,Cochin,DEL → MUM → COK,14:00:00,04:25:00,865,1.0,In-flight meal not included,10262,24,6,2019,Monday,Afternoon
5267,IndiGo,2019-05-12,Kolkata,Banglore,CCU → HYD → BLR,04:50:00,09:50:00,300,1.0,No info,4176,12,5,2019,Sunday,Night
5268,IndiGo,2019-06-15,Delhi,Cochin,DEL → MUM → COK,11:25:00,01:30:00,845,1.0,No info,5883,15,6,2019,Saturday,Morning
5269,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → MUM → COK,10:00:00,19:00:00,540,1.0,No info,12717,6,6,2019,Thursday,Morning
5270,IndiGo,2019-05-12,Chennai,Kolkata,MAA → CCU,07:55:00,10:15:00,140,0.0,No info,3850,12,5,2019,Sunday,Morning
5271,IndiGo,2019-05-27,Chennai,Kolkata,MAA → CCU,19:35:00,21:55:00,140,0.0,No info,3597,27,5,2019,Monday,Evening
5272,SpiceJet,2019-05-09,Mumbai,Hyderabad,MUM → HYD,13:15:00,14:45:00,90,0.0,No check-in baggage included,2175,9,5,2019,Thursday,Afternoon
5273,Air Asia,2019-04-12,Banglore,Delhi,BLR → DEL,23:55:00,02:45:00,170,0.0,No info,7080,12,4,2019,Friday,Night
5274,Jet Airways,2019-04-01,Kolkata,Banglore,CCU → MUM → BLR,21:10:00,08:15:00,665,1.0,In-flight meal not included,8849,1,4,2019,Monday,Night
5275,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → MUM → BLR,08:25:00,19:50:00,685,1.0,In-flight meal not included,9899,12,6,2019,Wednesday,Morning
5276,Vistara,2019-06-15,Banglore,Delhi,BLR → DEL,07:00:00,09:40:00,160,0.0,No info,4878,15,6,2019,Saturday,Morning
5277,Multiple carriers,2019-05-09,Delhi,Cochin,DEL → MUM → COK,07:30:00,19:15:00,705,1.0,No info,7787,9,5,2019,Thursday,Morning
5278,SpiceJet,2019-05-03,Chennai,Kolkata,MAA → CCU,17:45:00,20:05:00,140,0.0,No info,3597,3,5,2019,Friday,Afternoon
5279,GoAir,2019-04-01,Delhi,Cochin,DEL → MUM → COK,10:35:00,19:35:00,540,1.0,No info,5281,1,4,2019,Monday,Morning
5280,Vistara,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,20:20:00,18:50:00,1350,1.0,No info,9345,15,5,2019,Wednesday,Evening
5281,IndiGo,2019-06-24,Delhi,Cochin,DEL → HYD → COK,11:55:00,22:30:00,635,1.0,No info,6442,24,6,2019,Monday,Morning
5282,IndiGo,2019-06-06,Delhi,Cochin,DEL → MUM → COK,09:15:00,21:00:00,705,1.0,No info,6838,6,6,2019,Thursday,Morning
5283,SpiceJet,2019-06-03,Chennai,Kolkata,MAA → CCU,17:45:00,20:05:00,140,0.0,No info,3597,3,6,2019,Monday,Afternoon
5284,SpiceJet,2019-03-21,Mumbai,Hyderabad,MUM → HYD,05:45:00,07:05:00,80,0.0,No info,3173,21,3,2019,Thursday,Night
5285,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → MUM → COK,18:15:00,01:30:00,435,1.0,No info,13377,3,6,2019,Monday,Evening
5286,Jet Airways,2019-05-09,Kolkata,Banglore,CCU → DEL → BLR,20:25:00,18:00:00,1295,1.0,In-flight meal not included,9314,9,5,2019,Thursday,Evening
5287,Multiple carriers,2019-03-09,Delhi,Cochin,DEL → HYD → COK,13:15:00,22:20:00,545,1.0,No info,9856,9,3,2019,Saturday,Afternoon
5288,Air India,2019-05-21,Delhi,Cochin,DEL → MUM → COK,08:00:00,19:15:00,675,1.0,No info,8372,21,5,2019,Tuesday,Morning
5289,Jet Airways,2019-04-01,Kolkata,Banglore,CCU → MUM → BLR,18:55:00,18:15:00,1400,1.0,In-flight meal not included,7064,1,4,2019,Monday,Evening
5290,IndiGo,2019-05-01,Kolkata,Banglore,CCU → BLR,22:15:00,00:50:00,155,0.0,No info,4804,1,5,2019,Wednesday,Night
5291,Jet Airways,2019-05-27,Delhi,Cochin,DEL → JAI → MUM → COK,05:30:00,19:00:00,810,2.0,In-flight meal not included,13029,27,5,2019,Monday,Night
5292,IndiGo,2019-05-24,Delhi,Cochin,DEL → HYD → COK,14:20:00,22:30:00,490,1.0,No info,7640,24,5,2019,Friday,Afternoon
5293,Jet Airways,2019-03-01,Banglore,New Delhi,BLR → MUM → DEL,08:00:00,15:15:00,435,1.0,No info,22270,1,3,2019,Friday,Morning
5294,Air India,2019-04-01,Banglore,Delhi,BLR → DEL,21:05:00,23:55:00,170,0.0,No info,4441,1,4,2019,Monday,Night
5295,Jet Airways,2019-05-27,Delhi,Cochin,DEL → MUM → COK,09:00:00,04:25:00,1165,1.0,In-flight meal not included,12898,27,5,2019,Monday,Morning
5296,Jet Airways,2019-04-01,Kolkata,Banglore,CCU → MUM → BLR,18:55:00,16:20:00,1285,1.0,In-flight meal not included,7064,1,4,2019,Monday,Evening
5297,Jet Airways,2019-06-09,Kolkata,Banglore,CCU → MUM → BLR,08:25:00,20:45:00,740,1.0,In-flight meal not included,10844,9,6,2019,Sunday,Morning
5298,SpiceJet,2019-06-09,Kolkata,Banglore,CCU → BLR,09:00:00,11:25:00,145,0.0,No info,4174,9,6,2019,Sunday,Morning
5299,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → MUM → BLR,16:30:00,20:45:00,1695,1.0,In-flight meal not included,8529,12,6,2019,Wednesday,Afternoon
5300,IndiGo,2019-05-21,Banglore,Delhi,BLR → DEL,22:10:00,01:00:00,170,0.0,No info,3625,21,5,2019,Tuesday,Night
5301,IndiGo,2019-05-21,Banglore,Delhi,BLR → DEL,00:30:00,03:25:00,175,0.0,No info,3419,21,5,2019,Tuesday,Night
5302,IndiGo,2019-05-24,Chennai,Kolkata,MAA → CCU,05:15:00,07:40:00,145,0.0,No info,3850,24,5,2019,Friday,Night
5303,Air India,2019-05-24,Kolkata,Banglore,CCU → MUM → COK → BLR,16:50:00,13:45:00,1255,2.0,No info,12802,24,5,2019,Friday,Afternoon
5304,SpiceJet,2019-03-06,Delhi,Cochin,DEL → MAA → COK,15:55:00,21:55:00,360,1.0,No info,9748,6,3,2019,Wednesday,Afternoon
5305,IndiGo,2019-06-03,Delhi,Cochin,DEL → MUM → COK,17:10:00,01:30:00,500,1.0,No info,6104,3,6,2019,Monday,Afternoon
5306,IndiGo,2019-06-21,Banglore,Delhi,BLR → DEL,21:15:00,00:15:00,180,0.0,No info,3943,21,6,2019,Friday,Night
5307,IndiGo,2019-06-03,Delhi,Cochin,DEL → HYD → COK,06:50:00,16:10:00,560,1.0,No info,7514,3,6,2019,Monday,Morning
5308,Jet Airways,2019-03-06,Banglore,New Delhi,BLR → DEL,19:55:00,22:35:00,160,0.0,No info,18308,6,3,2019,Wednesday,Evening
5309,Air India,2019-03-06,Mumbai,Hyderabad,MUM → GOI → PNQ → HYD,21:10:00,16:55:00,255,2.0,No info,17327,6,3,2019,Wednesday,Night
5310,Air India,2019-03-27,Delhi,Cochin,DEL → HYD → MUM → COK,13:05:00,07:40:00,1115,2.0,No info,8892,27,3,2019,Wednesday,Afternoon
5311,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → MUM → COK,10:20:00,19:00:00,520,1.0,No info,9794,27,5,2019,Monday,Morning
5312,IndiGo,2019-04-01,Banglore,Delhi,BLR → DEL,00:30:00,03:25:00,175,0.0,No info,4423,1,4,2019,Monday,Night
5313,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → MUM → BLR,20:00:00,20:45:00,1485,1.0,In-flight meal not included,10844,24,5,2019,Friday,Evening
5314,Jet Airways,2019-05-09,Delhi,Cochin,DEL → MUM → COK,18:15:00,19:00:00,1485,1.0,No info,15554,9,5,2019,Thursday,Evening
5315,Vistara,2019-05-01,Chennai,Kolkata,MAA → CCU,17:45:00,20:05:00,140,0.0,No info,11982,1,5,2019,Wednesday,Afternoon
5316,IndiGo,2019-06-03,Mumbai,Hyderabad,MUM → HYD,06:25:00,07:55:00,90,0.0,No info,4049,3,6,2019,Monday,Morning
5317,IndiGo,2019-03-24,Kolkata,Banglore,CCU → BLR,14:20:00,16:55:00,155,0.0,No info,5618,24,3,2019,Sunday,Afternoon
5318,Air India,2019-06-27,Delhi,Cochin,DEL → CCU → MUM → COK,20:15:00,19:15:00,1380,2.0,No info,13591,27,6,2019,Thursday,Evening
5319,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → MUM → COK,10:00:00,01:30:00,930,1.0,No info,9508,27,5,2019,Monday,Morning
5320,SpiceJet,2019-06-18,Chennai,Kolkata,MAA → CCU,09:45:00,12:00:00,135,0.0,No check-in baggage included,3543,18,6,2019,Tuesday,Morning
5321,Jet Airways,2019-04-18,Banglore,Delhi,BLR → DEL,18:55:00,22:00:00,185,0.0,No info,7229,18,4,2019,Thursday,Evening
5322,Vistara,2019-06-18,Banglore,Delhi,BLR → DEL,11:30:00,14:20:00,170,0.0,No info,4668,18,6,2019,Tuesday,Morning
5323,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → MUM → BLR,14:05:00,10:05:00,1200,1.0,No info,14388,21,5,2019,Tuesday,Afternoon
5324,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → MUM → BLR,18:55:00,12:00:00,1025,1.0,In-flight meal not included,10844,15,5,2019,Wednesday,Evening
5325,Air India,2019-06-09,Delhi,Cochin,DEL → MAA → COK,20:40:00,09:25:00,765,1.0,No info,7690,9,6,2019,Sunday,Evening
5326,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,09:35:00,09:45:00,1450,1.0,No info,13067,21,5,2019,Tuesday,Morning
5327,SpiceJet,2019-04-03,Mumbai,Hyderabad,MUM → HYD,05:45:00,07:15:00,90,0.0,No check-in baggage included,1965,3,4,2019,Wednesday,Night
5328,Jet Airways,2019-03-09,Delhi,Cochin,DEL → MUM → COK,16:00:00,18:50:00,1610,1.0,No info,16289,9,3,2019,Saturday,Afternoon
5329,Air India,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,20:30:00,08:55:00,745,1.0,No info,10203,12,5,2019,Sunday,Evening
5330,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → MUM → BLR,14:05:00,23:35:00,570,1.0,No info,15149,6,5,2019,Monday,Afternoon
5331,Vistara,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,17:00:00,23:25:00,385,1.0,No info,9345,21,5,2019,Tuesday,Afternoon
5332,SpiceJet,2019-05-18,Mumbai,Hyderabad,MUM → HYD,05:45:00,07:15:00,90,0.0,No info,2017,18,5,2019,Saturday,Night
5333,Vistara,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,07:10:00,23:25:00,975,1.0,No info,9345,15,5,2019,Wednesday,Morning
5334,Air India,2019-05-06,Kolkata,Banglore,CCU → MAA → BLR,14:35:00,15:20:00,1485,1.0,No info,6528,6,5,2019,Monday,Afternoon
5335,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → MUM → COK,07:00:00,13:20:00,380,1.0,No info,15603,3,3,2019,Sunday,Morning
5337,SpiceJet,2019-06-27,Delhi,Cochin,DEL → MAA → COK,06:05:00,11:20:00,315,1.0,No info,5583,27,6,2019,Thursday,Morning
5338,Jet Airways,2019-06-09,Delhi,Cochin,DEL → MUM → COK,16:00:00,19:00:00,1620,1.0,In-flight meal not included,10577,9,6,2019,Sunday,Afternoon
5339,Air India,2019-05-15,Delhi,Cochin,DEL → JAI → MUM → COK,12:00:00,07:40:00,1180,2.0,No info,10651,15,5,2019,Wednesday,Afternoon
5340,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → MUM → BLR,14:05:00,04:40:00,875,1.0,In-flight meal not included,7594,12,6,2019,Wednesday,Afternoon
5341,Air Asia,2019-05-01,Kolkata,Banglore,CCU → BBI → BLR,06:50:00,10:30:00,220,1.0,No info,6857,1,5,2019,Wednesday,Morning
5342,IndiGo,2019-04-27,Banglore,Delhi,BLR → DEL,13:00:00,15:50:00,170,0.0,No info,4423,27,4,2019,Saturday,Afternoon
5343,Jet Airways,2019-06-12,Delhi,Cochin,DEL → BHO → MUM → COK,05:30:00,12:35:00,425,2.0,In-flight meal not included,13344,12,6,2019,Wednesday,Night
5344,SpiceJet,2019-04-27,Banglore,Delhi,BLR → DEL,21:10:00,00:05:00,175,0.0,No info,3971,27,4,2019,Saturday,Night
5345,Jet Airways,2019-06-24,Delhi,Cochin,DEL → MUM → COK,09:00:00,19:00:00,600,1.0,No info,18371,24,6,2019,Monday,Morning
5346,Jet Airways,2019-03-27,Delhi,Cochin,DEL → AMD → MUM → COK,19:10:00,04:25:00,1995,2.0,In-flight meal not included,6643,27,3,2019,Wednesday,Evening
5347,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → MUM → COK,11:30:00,19:15:00,465,1.0,No info,15077,6,3,2019,Wednesday,Morning
5348,Air India,2019-05-01,Banglore,Delhi,BLR → DEL,10:00:00,12:45:00,165,0.0,No info,6121,1,5,2019,Wednesday,Morning
5349,SpiceJet,2019-03-03,Mumbai,Hyderabad,MUM → HYD,13:10:00,14:30:00,80,0.0,No info,5755,3,3,2019,Sunday,Afternoon
5350,Air India,2019-04-09,Delhi,Cochin,DEL → MAA → COK,20:40:00,09:25:00,765,1.0,No info,4487,9,4,2019,Tuesday,Evening
5351,SpiceJet,2019-05-21,Delhi,Cochin,DEL → PNQ → COK,08:45:00,13:15:00,270,1.0,No check-in baggage included,5158,21,5,2019,Tuesday,Morning
5352,Jet Airways,2019-05-01,Kolkata,Banglore,CCU → MUM → BLR,20:00:00,04:40:00,520,1.0,In-flight meal not included,8586,1,5,2019,Wednesday,Evening
5353,Air India,2019-06-01,Mumbai,Hyderabad,MUM → HYD,06:20:00,07:40:00,80,0.0,No info,3100,1,6,2019,Saturday,Morning
5354,Jet Airways,2019-05-09,Mumbai,Hyderabad,MUM → HYD,02:55:00,04:20:00,85,0.0,In-flight meal not included,3210,9,5,2019,Thursday,Night
5355,Jet Airways,2019-05-09,Delhi,Cochin,DEL → MUM → COK,19:15:00,12:35:00,1040,1.0,In-flight meal not included,12373,9,5,2019,Thursday,Evening
5356,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → MUM → COK,06:40:00,18:50:00,730,1.0,No info,15135,3,3,2019,Sunday,Morning
5357,Jet Airways,2019-06-27,Delhi,Cochin,DEL → IDR → MUM → COK,05:30:00,19:00:00,810,2.0,No info,13292,27,6,2019,Thursday,Night
5358,SpiceJet,2019-06-06,Mumbai,Hyderabad,MUM → HYD,13:15:00,14:45:00,90,0.0,No info,2017,6,6,2019,Thursday,Afternoon
5360,Vistara,2019-03-06,Mumbai,Hyderabad,MUM → DEL → HYD,21:55:00,22:55:00,1500,1.0,No info,12395,6,3,2019,Wednesday,Night
5361,SpiceJet,2019-06-21,Chennai,Kolkata,MAA → CCU,09:45:00,12:00:00,135,0.0,No check-in baggage included,3543,21,6,2019,Friday,Morning
5362,Jet Airways,2019-05-06,Mumbai,Hyderabad,MUM → HYD,19:35:00,21:05:00,90,0.0,In-flight meal not included,2228,6,5,2019,Monday,Evening
5364,Air Asia,2019-06-03,Delhi,Cochin,DEL → BLR → COK,16:45:00,06:35:00,830,1.0,No info,11410,3,6,2019,Monday,Afternoon
5366,GoAir,2019-06-24,Kolkata,Banglore,CCU → BLR,15:20:00,17:55:00,155,0.0,No info,3514,24,6,2019,Monday,Afternoon
5367,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,09:35:00,21:05:00,690,1.0,In-flight meal not included,13469,6,6,2019,Thursday,Morning
5368,IndiGo,2019-04-09,Banglore,Delhi,BLR → DEL,21:15:00,00:15:00,180,0.0,No info,3943,9,4,2019,Tuesday,Night
5369,Vistara,2019-03-03,Banglore,New Delhi,BLR → DEL,21:10:00,00:05:00,175,0.0,No info,7608,3,3,2019,Sunday,Night
5370,Air India,2019-05-27,Banglore,Delhi,BLR → DEL,10:00:00,12:45:00,165,0.0,No info,6961,27,5,2019,Monday,Morning
5371,Multiple carriers,2019-06-01,Delhi,Cochin,DEL → MUM → COK,09:15:00,19:00:00,585,1.0,No info,12042,1,6,2019,Saturday,Morning
5372,Jet Airways,2019-03-01,Banglore,New Delhi,BLR → MUM → DEL,05:45:00,12:25:00,400,1.0,Business class,62427,1,3,2019,Friday,Night
5373,Air India,2019-03-09,Banglore,New Delhi,BLR → VGA → HYD → DEL,10:30:00,21:25:00,655,2.0,No info,9586,9,3,2019,Saturday,Morning
5374,SpiceJet,2019-06-01,Chennai,Kolkata,MAA → CCU,08:20:00,10:35:00,135,0.0,No check-in baggage included,3543,1,6,2019,Saturday,Morning
5375,Jet Airways,2019-06-09,Delhi,Cochin,DEL → LKO → MUM → COK,09:25:00,12:35:00,1630,2.0,No info,13882,9,6,2019,Sunday,Morning
5376,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → GAU → BLR,10:20:00,17:35:00,435,1.0,No info,8781,24,5,2019,Friday,Morning
5377,Air Asia,2019-06-12,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10:00,23:30:00,500,2.0,No info,5192,12,6,2019,Wednesday,Afternoon
5378,IndiGo,2019-03-27,Delhi,Cochin,DEL → HYD → COK,06:40:00,22:20:00,940,1.0,No info,6442,27,3,2019,Wednesday,Morning
5379,Jet Airways,2019-05-06,Delhi,Cochin,DEL → MUM → COK,22:50:00,12:35:00,825,1.0,No info,15554,6,5,2019,Monday,Night
5380,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → MUM → BLR,18:55:00,16:20:00,1285,1.0,In-flight meal not included,10844,21,5,2019,Tuesday,Evening
5381,IndiGo,2019-04-03,Mumbai,Hyderabad,MUM → HYD,12:00:00,13:30:00,90,0.0,No info,2754,3,4,2019,Wednesday,Afternoon
5382,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → MUM → COK,14:00:00,21:00:00,420,1.0,No info,14067,21,5,2019,Tuesday,Afternoon
5383,GoAir,2019-04-27,Delhi,Cochin,DEL → AMD → COK,07:25:00,13:35:00,370,1.0,No info,5140,27,4,2019,Saturday,Morning
5384,IndiGo,2019-05-09,Delhi,Cochin,DEL → MUM → COK,10:35:00,01:30:00,895,1.0,No info,8330,9,5,2019,Thursday,Morning
5385,Jet Airways,2019-03-03,Mumbai,Hyderabad,MUM → HYD,19:35:00,21:05:00,90,0.0,No info,5678,3,3,2019,Sunday,Evening
5386,Jet Airways,2019-03-12,Banglore,New Delhi,BLR → MUM → DEL,22:55:00,18:25:00,1170,1.0,In-flight meal not included,11087,12,3,2019,Tuesday,Night
5387,GoAir,2019-03-01,Banglore,New Delhi,BLR → DEL,20:55:00,23:50:00,175,0.0,No info,18558,1,3,2019,Friday,Evening
5388,IndiGo,2019-03-01,Mumbai,Hyderabad,MUM → HYD,02:30:00,04:00:00,90,0.0,No info,16000,1,3,2019,Friday,Night
5389,SpiceJet,2019-05-06,Banglore,Delhi,BLR → DEL,21:10:00,00:05:00,175,0.0,No check-in baggage included,3573,6,5,2019,Monday,Night
5390,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → MUM → COK,12:50:00,01:30:00,760,1.0,No info,7670,15,5,2019,Wednesday,Afternoon
5392,Vistara,2019-05-15,Banglore,Delhi,BLR → DEL,17:00:00,19:35:00,155,0.0,No info,4878,15,5,2019,Wednesday,Afternoon
5393,Jet Airways,2019-06-27,Delhi,Cochin,DEL → IDR → MUM → COK,21:25:00,19:00:00,1295,2.0,In-flight meal not included,11507,27,6,2019,Thursday,Night
5394,Air Asia,2019-06-06,Delhi,Cochin,DEL → BLR → COK,07:55:00,13:25:00,330,1.0,No info,8759,6,6,2019,Thursday,Morning
5395,Jet Airways,2019-06-12,Delhi,Cochin,DEL → MUM → COK,17:30:00,19:00:00,1530,1.0,In-flight meal not included,10262,12,6,2019,Wednesday,Afternoon
5396,Air India,2019-05-21,Delhi,Cochin,DEL → HYD → MAA → COK,07:05:00,09:25:00,1580,2.0,No info,10975,21,5,2019,Tuesday,Morning
5397,Jet Airways,2019-06-06,Delhi,Cochin,DEL → MUM → COK,19:15:00,04:25:00,550,1.0,In-flight meal not included,10262,6,6,2019,Thursday,Evening
5398,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → MUM → COK,12:50:00,21:00:00,490,1.0,In-flight meal not included,6007,27,6,2019,Thursday,Afternoon
5399,IndiGo,2019-03-21,Chennai,Kolkata,MAA → CCU,11:35:00,14:00:00,145,0.0,No info,3858,21,3,2019,Thursday,Morning
5400,IndiGo,2019-06-27,Delhi,Cochin,DEL → HYD → COK,14:20:00,22:30:00,490,1.0,No info,6412,27,6,2019,Thursday,Afternoon
5401,Air India,2019-04-21,Kolkata,Banglore,CCU → BLR,14:15:00,16:45:00,150,0.0,No info,6245,21,4,2019,Sunday,Afternoon
5402,Air India,2019-06-09,Delhi,Cochin,DEL → AMD → MUM → COK,19:45:00,19:15:00,1410,2.0,No info,9968,9,6,2019,Sunday,Evening
5403,Multiple carriers,2019-03-09,Delhi,Cochin,DEL → MUM → COK,02:15:00,12:55:00,640,1.0,In-flight meal not included,18260,9,3,2019,Saturday,Night
5404,IndiGo,2019-03-03,Banglore,New Delhi,BLR → DEL,18:25:00,21:20:00,175,0.0,No info,8855,3,3,2019,Sunday,Evening
5405,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → MUM → BLR,08:25:00,18:15:00,590,1.0,In-flight meal not included,10844,24,5,2019,Friday,Morning
5406,SpiceJet,2019-05-27,Chennai,Kolkata,MAA → CCU,08:20:00,10:35:00,135,0.0,No info,3597,27,5,2019,Monday,Morning
5407,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,17:00:00,21:05:00,1685,1.0,No info,13067,6,5,2019,Monday,Afternoon
5408,Jet Airways,2019-03-12,Banglore,New Delhi,BLR → MUM → DEL,16:55:00,10:45:00,1070,1.0,No info,13817,12,3,2019,Tuesday,Afternoon
5409,Air India,2019-03-12,Banglore,New Delhi,BLR → MUM → DEL,06:45:00,23:15:00,990,1.0,No info,11602,12,3,2019,Tuesday,Morning
5410,Jet Airways,2019-05-09,Kolkata,Banglore,CCU → MUM → BLR,16:30:00,18:15:00,1545,1.0,No info,13941,9,5,2019,Thursday,Afternoon
5411,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,20:25:00,19:10:00,1365,1.0,No info,14151,15,5,2019,Wednesday,Evening
5412,IndiGo,2019-05-15,Banglore,Delhi,BLR → DEL,04:00:00,06:50:00,170,0.0,No info,3943,15,5,2019,Wednesday,Night
5413,Jet Airways,2019-05-12,Kolkata,Banglore,CCU → MUM → BLR,06:30:00,18:15:00,705,1.0,In-flight meal not included,10844,12,5,2019,Sunday,Morning
5414,SpiceJet,2019-06-18,Mumbai,Hyderabad,MUM → HYD,05:45:00,07:15:00,90,0.0,No info,2753,18,6,2019,Tuesday,Night
5415,Jet Airways,2019-06-12,Delhi,Cochin,DEL → MUM → COK,02:15:00,19:00:00,1005,1.0,No info,14714,12,6,2019,Wednesday,Night
5416,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → HYD → COK,07:05:00,16:10:00,545,1.0,No info,9646,18,5,2019,Saturday,Morning
5417,Jet Airways,2019-05-09,Delhi,Cochin,DEL → MUM → COK,07:05:00,12:35:00,330,1.0,No info,15554,9,5,2019,Thursday,Morning
5418,Air India,2019-03-18,Banglore,New Delhi,BLR → VGA → VTZ → DEL,10:30:00,17:45:00,435,2.0,No info,13261,18,3,2019,Monday,Morning
5419,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → MUM → DEL,11:40:00,05:05:00,1045,1.0,In-flight meal not included,11087,18,3,2019,Monday,Morning
5420,Jet Airways,2019-06-15,Delhi,Cochin,DEL → IDR → MUM → COK,05:30:00,19:00:00,810,2.0,In-flight meal not included,11507,15,6,2019,Saturday,Night
5421,Multiple carriers,2019-05-09,Delhi,Cochin,DEL → MUM → COK,19:00:00,01:30:00,390,1.0,No info,9424,9,5,2019,Thursday,Evening
5422,GoAir,2019-04-12,Banglore,Delhi,BLR → DEL,11:40:00,14:30:00,170,0.0,No info,4937,12,4,2019,Friday,Morning
5423,SpiceJet,2019-06-06,Banglore,Delhi,BLR → DEL,21:10:00,00:05:00,175,0.0,No check-in baggage included,3257,6,6,2019,Thursday,Night
5424,IndiGo,2019-05-06,Banglore,Delhi,BLR → DEL,08:30:00,11:20:00,170,0.0,No info,4823,6,5,2019,Monday,Morning
5425,IndiGo,2019-05-12,Chennai,Kolkata,MAA → CCU,22:05:00,00:25:00,140,0.0,No info,5277,12,5,2019,Sunday,Night
5426,SpiceJet,2019-04-09,Kolkata,Banglore,CCU → BLR,17:10:00,19:40:00,150,0.0,No info,3873,9,4,2019,Tuesday,Afternoon
5427,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → MUM → BLR,16:30:00,04:40:00,730,1.0,In-flight meal not included,10844,24,5,2019,Friday,Afternoon
5428,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → MUM → COK,17:00:00,01:30:00,510,1.0,No info,7198,27,5,2019,Monday,Afternoon
